jml_anggota_keluarga,luas_lantai,lantai,jumlah_kamar,sumber_air_minum,daya,bb_masak,kloset,buang_tinja,kondisi_atap,ada_sepeda,aset_tak_bergerak,id_partisipasi_sekolah,sta_art_usaha,kondisi_dinding,sta_bangunan,sta_lahan,fas_bab,ada_motor,ada_lemari_es,Cluster
4.0,30.0,6.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
1.0,50.0,6.0,1.0,3.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
2.0,80.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,80.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,49.0,6.0,4.0,7.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak/belum pernah sekolah,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,49.0,6.0,4.0,7.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Masih sekolah,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,49.0,6.0,4.0,7.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,40.0,6.0,2.0,6.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,1
1.0,49.0,6.0,4.0,7.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
5.0,28.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
5.0,28.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
1.0,900.0,2.0,4.0,6.0,3.0,3.0,1.0,2.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
3.0,840.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,3
4.0,540.0,6.0,2.0,7.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
4.0,300.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
5.0,360.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Masih sekolah,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
5.0,360.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
1.0,360.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Masih sekolah,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
3.0,450.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
3.0,420.0,6.0,3.0,6.0,1.0,3.0,4.0,4.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Milik sendiri,Tidak ada,Tidak,Tidak,2
2.0,480.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
3.0,900.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Bersama,Ya,Ya,3
3.0,900.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Bersama,Ya,Ya,3
1.0,420.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,3
1.0,90.0,2.0,1.0,6.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
4.0,880.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
4.0,880.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
2.0,300.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,3
4.0,300.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,300.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
1.0,300.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,3
1.0,420.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
3.0,700.0,2.0,3.0,3.0,1.0,7.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,0
1.0,540.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,3
5.0,300.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Masih sekolah,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
5.0,300.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
4.0,50.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
4.0,50.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,Jelek,Ya,Ya,Masih sekolah,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
4.0,900.0,6.0,3.0,3.0,2.0,8.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,0
2.0,1400.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,3
3.0,400.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
1.0,400.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Ya,3
1.0,720.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
2.0,720.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
2.0,720.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
1.0,770.0,6.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
3.0,540.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Masih sekolah,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,540.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,36.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak/belum pernah sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Ya,3
5.0,360.0,4.0,3.0,3.0,1.0,8.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,0
5.0,360.0,4.0,3.0,3.0,1.0,8.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,0
2.0,770.0,6.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
2.0,400.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,400.0,2.0,3.0,3.0,1.0,8.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Tidak,0
1.0,480.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,3
3.0,640.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,3
2.0,200.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Masih sekolah,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
2.0,200.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
3.0,420.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
3.0,420.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
2.0,540.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
4.0,540.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
1.0,250.0,6.0,1.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,3
3.0,300.0,6.0,2.0,6.0,1.0,3.0,4.0,4.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Tidak ada,Tidak,Tidak,2
2.0,400.0,4.0,2.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
4.0,400.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Tidak,3
4.0,400.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Tidak,3
3.0,72.0,6.0,3.0,5.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
4.0,72.0,6.0,3.0,6.0,2.0,3.0,2.0,3.0,Jelek,Ya,Ya,Tidak/belum pernah sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,72.0,6.0,3.0,6.0,2.0,3.0,2.0,3.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,72.0,6.0,3.0,6.0,2.0,3.0,2.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,720.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,3
1.0,420.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,700.0,6.0,2.0,3.0,1.0,8.0,1.0,2.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,0
4.0,450.0,6.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,3
4.0,300.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
4.0,300.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
1.0,40.0,6.0,3.0,7.0,6.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak/belum pernah sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
1.0,320.0,4.0,1.0,6.0,1.0,8.0,1.0,2.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,0
1.0,90.0,4.0,1.0,6.0,1.0,8.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Ya,Tidak,0
2.0,320.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Bersama,Tidak,Ya,1
1.0,660.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Masih sekolah,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
2.0,800.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Masih sekolah,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,3
2.0,800.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Ya,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,3
3.0,360.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,3
3.0,360.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,3
4.0,350.0,6.0,2.0,6.0,6.0,9.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Ya,Tidak,0
4.0,350.0,6.0,2.0,6.0,6.0,9.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Ya,Tidak,0
1.0,600.0,6.0,2.0,4.0,2.0,8.0,1.0,1.0,Jelek,Tidak,Tidak,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,0
4.0,360.0,6.0,1.0,6.0,1.0,8.0,1.0,1.0,Jelek,Tidak,Ya,Masih sekolah,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,0
4.0,360.0,6.0,1.0,6.0,1.0,8.0,1.0,1.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,0
2.0,720.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,3
3.0,300.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,300.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,640.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,3
2.0,350.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Ya,Masih sekolah,Ya,Bagus,Bukan miliki sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
2.0,350.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Ya,Bagus,Bukan miliki sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
3.0,450.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,300.0,6.0,3.0,3.0,1.0,8.0,1.0,1.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,0
3.0,720.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
3.0,720.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
4.0,400.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Masih sekolah,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,400.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,960.0,6.0,3.0,3.0,2.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
2.0,960.0,6.0,3.0,3.0,2.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,3
2.0,900.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
3.0,840.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Masih sekolah,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
3.0,840.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
3.0,630.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
3.0,630.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
2.0,600.0,6.0,3.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
4.0,560.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Masih sekolah,Ya,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,3
4.0,560.0,6.0,3.0,6.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,3
6.0,700.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Masih sekolah,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
6.0,700.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,Bagus,Ya,Tidak,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
2.0,720.0,6.0,4.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
4.0,720.0,6.0,4.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Masih sekolah,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
4.0,720.0,6.0,4.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
1.0,1000.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
2.0,1000.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
2.0,40.0,2.0,2.0,6.0,1.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,1
5.0,56.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
5.0,56.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
1.0,100.0,2.0,3.0,6.0,2.0,2.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,1
2.0,420.0,6.0,2.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,3
1.0,630.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Ya,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,3
3.0,45.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,470.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,Jelek,Tidak,Ya,Masih sekolah,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
2.0,470.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Ya,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
